Κωδικός,Πιάτο,Ποσότητα,Παλιά τιμή,Νέα τιμή,Διαφορά
136-3,Μοσχαρίσια κεφτεδάκια με πατάτες φούρνου και σάλτσα μουστάρδας,"Κεφτεδάκια (120γρ), Πατάτες φούρνου (240γρ)","9,50€","8,90€","-0,60€"
136-4,Μοσχαρίσια κεφτεδάκια με πατάτες φούρνου και σάλτσα μουστάρδας,"Κεφτεδάκια (160γρ), Πατάτες φούρνου (80γρ)","9,50€","8,90€","-0,60€"
136-5,Μοσχαρίσια κεφτεδάκια με πατάτες φούρνου και σάλτσα μουστάρδας,"Κεφτεδάκια (160γρ), Πατάτες φούρνου (160γρ)","9,90€","9,40€","-0,50€"
136-6,Μοσχαρίσια κεφτεδάκια με πατάτες φούρνου και σάλτσα μουστάρδας,"Κεφτεδάκια (160γρ), Πατάτες φούρνου (240γρ)","10,50€","9,90€","-0,60€"
136-7,Μοσχαρίσια κεφτεδάκια με πατάτες φούρνου και σάλτσα μουστάρδας,"Κεφτεδάκια (200γρ), Πατάτες φούρνου (80γρ)","10,50€","9,90€","-0,60€"
136-8,Μοσχαρίσια κεφτεδάκια με πατάτες φούρνου και σάλτσα μουστάρδας,"Κεφτεδάκια (200γρ), Πατάτες φούρνου (160γρ)","10,90€","10,40€","-0,50€"
136-9,Μοσχαρίσια κεφτεδάκια με πατάτες φούρνου και σάλτσα μουστάρδας,"Κεφτεδάκια (200γρ), Πατάτες φούρνου (240γρ)","11,50€","10,90€","-0,60€"
137-1,Μοσχαρίσια κεφτεδάκια με sauce γιαουρτιού και πιτάκι ολικής,"Κεφτεδάκια (120γρ), Πίτα ολικής (40γρ)","7,90€","8,40€","0,50€"
137-3,Μοσχαρίσια κεφτεδάκια με sauce γιαουρτιού και πιτάκι ολικής,"Κεφτεδάκια (200γρ), Πίτα ολικής (80γρ)","9,90€","9,40€","-0,50€"
137-4,Μοσχαρίσια κεφτεδάκια με sauce γιαουρτιού και πιτάκι ολικής,"Κεφτεδάκια (240γρ), Πίτα ολικής (80γρ)","10,90€","9,90€","-1,00€"
139-2,Μπιφτέκι μοσχαρίσιο με κους κους και ψητά μανιτάρια,"Μπιφτέκι μοσχαρίσιο (120γρ), Κους κους (150γρ)","9,50€","9,40€","-0,10€"
139-4,Μπιφτέκι μοσχαρίσιο με κους κους και ψητά μανιτάρια,"Μπιφτέκι μοσχαρίσιο (150γρ), Κους κους (150γρ)","11,50€","10,40€","-1,10€"
139-6,Μπιφτέκι μοσχαρίσιο με κους κους και ψητά μανιτάρια,"Μπιφτέκι μοσχαρίσιο (180γρ), Κους κους (150γρ)","11,50€","11,40€","-0,10€"
139-8,Μπιφτέκι μοσχαρίσιο με κους κους και ψητά μανιτάρια,"Μπιφτέκι μοσχαρίσιο (210γρ), Κους κους (150γρ)","12,50€","12,40€","-0,10€"
140-1,Μπιφτέκι μοσχαρίσιο με πουρέ γλυκοπατάτας,"Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές γλυκοπατάτας (120γρ)","9,50€","8,90€","-0,60€"
140-2,Μπιφτέκι μοσχαρίσιο με πουρέ γλυκοπατάτας,"Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές γλυκοπατάτας (180γρ)","9,90€","9,40€","-0,50€"
140-3,Μπιφτέκι μοσχαρίσιο με πουρέ γλυκοπατάτας,"Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές γλυκοπατάτας (220γρ)","10,50€","9,90€","-0,60€"
140-4,Μπιφτέκι μοσχαρίσιο με πουρέ γλυκοπατάτας,"Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές γλυκοπατάτας (120γρ)","10,50€","9,90€","-0,60€"
140-5,Μπιφτέκι μοσχαρίσιο με πουρέ γλυκοπατάτας,"Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές γλυκοπατάτας (180γρ)","10,90€","10,40€","-0,50€"
140-6,Μπιφτέκι μοσχαρίσιο με πουρέ γλυκοπατάτας,"Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές γλυκοπατάτας (220γρ)","11,50€","10,90€","-0,60€"
140-7,Μπιφτέκι μοσχαρίσιο με πουρέ γλυκοπατάτας,"Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές γλυκοπατάτας (120γρ)","11,50€","10,90€","-0,60€"
140-8,Μπιφτέκι μοσχαρίσιο με πουρέ γλυκοπατάτας,"Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές γλυκοπατάτας (180γρ)","11,90€","11,40€","-0,50€"
140-9,Μπιφτέκι μοσχαρίσιο με πουρέ γλυκοπατάτας,"Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές γλυκοπατάτας (220γρ)","12,50€","11,90€","-0,60€"
141-1,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές καρότου (120γρ)","9,50€","8,90€","-0,60€"
141-2,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές καρότου (180γρ)","9,90€","9,40€","-0,50€"
141-3,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές καρότου (220γρ)","10,50€","9,90€","-0,60€"
141-4,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές καρότου (120γρ)","10,50€","9,90€","-0,60€"
141-5,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές καρότου (180γρ)","10,90€","10,40€","-0,50€"
141-6,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές καρότου (220γρ)","11,50€","10,90€","-0,60€"
141-7,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές καρότου (120γρ)","11,50€","10,90€","-0,60€"
141-8,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές καρότου (180γρ)","11,90€","11,40€","-0,50€"
141-9,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές καρότου (220γρ)","12,50€","11,90€","-0,60€"
142-1,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (120γρ), Ρύζι basmati (60γρ)","9,50€","8,90€","-0,60€"
142-2,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (120γρ), Ρύζι basmati (120γρ)","9,90€","9,40€","-0,50€"
142-3,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (120γρ), Ρύζι basmati (180γρ)","10,50€","9,90€","-0,60€"
142-4,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (150γρ), Ρύζι basmati (60γρ)","10,50€","9,90€","-0,60€"
142-5,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (150γρ), Ρύζι basmati (120γρ)","10,90€","10,40€","-0,50€"
142-6,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (150γρ), Ρύζι basmati (180γρ)","11,50€","10,90€","-0,60€"
142-7,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (180γρ), Ρύζι basmati (120γρ)","11,50€","10,90€","-0,60€"
142-8,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (180γρ), Ρύζι basmati (180γρ)","11,90€","11,40€","-0,50€"
142-9,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (180γρ), Ρύζι basmati (240γρ)","12,50€","11,90€","-0,60€"
143-1,Μπιφτέκι μοσχαρίσιο με πουρέ πατάτας,"Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές πατάτας (120γρ)","9,50€","8,90€","-0,60€"
143-2,Μπιφτέκι μοσχαρίσιο με πουρέ πατάτας,"Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές πατάτας (150γρ)","9,90€","9,40€","-0,50€"
143-3,Μπιφτέκι μοσχαρίσιο με πουρέ πατάτας,"Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές πατάτας (200γρ)","10,50€","9,90€","-0,60€"
143-4,Μπιφτέκι μοσχαρίσιο με πουρέ πατάτας,"Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές πατάτας (120γρ)","10,50€","9,90€","-0,60€"
143-5,Μπιφτέκι μοσχαρίσιο με πουρέ πατάτας,"Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές πατάτας (150γρ)","10,90€","10,40€","-0,50€"
143-6,Μπιφτέκι μοσχαρίσιο με πουρέ πατάτας,"Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές πατάτας (200γρ)","11,50€","10,90€","-0,60€"
143-7,Μπιφτέκι μοσχαρίσιο με πουρέ πατάτας,"Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές πατάτας (120γρ)","11,50€","10,90€","-0,60€"
143-8,Μπιφτέκι μοσχαρίσιο με πουρέ πατάτας,"Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές πατάτας (150γρ)","11,90€","11,40€","-0,50€"
143-9,Μπιφτέκι μοσχαρίσιο με πουρέ πατάτας,"Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές πατάτας (200γρ)","12,50€","11,90€","-0,60€"
144-4,Φιλέτο μοσχαρίσιο με πουρέ σελινόριζας και gravy sauce,"Φιλέτο μοσχαρίσιο (150γρ), Πουρές σελινόριζας (120γρ)","17,50€","18,90€","1,40€"
144-5,Φιλέτο μοσχαρίσιο με πουρέ σελινόριζας και gravy sauce,"Φιλέτο μοσχαρίσιο (150γρ), Πουρές σελινόριζας (180γρ)","17,90€","19,50€","1,60€"
144-6,Φιλέτο μοσχαρίσιο με πουρέ σελινόριζας και gravy sauce,"Φιλέτο μοσχαρίσιο (150γρ), Πουρές σελινόριζας (240γρ)","18,50€","19,90€","1,40€"
144-7,Φιλέτο μοσχαρίσιο με πουρέ σελινόριζας και gravy sauce,"Φιλέτο μοσχαρίσιο (180γρ), Πουρές σελινόριζας (120γρ)","18,90€","21,90€","3,00€"
144-8,Φιλέτο μοσχαρίσιο με πουρέ σελινόριζας και gravy sauce,"Φιλέτο μοσχαρίσιο (180γρ), Πουρές σελινόριζας (180γρ)","19,50€","22,50€","3,00€"
144-9,Φιλέτο μοσχαρίσιο με πουρέ σελινόριζας και gravy sauce,"Φιλέτο μοσχαρίσιο (180γρ), Πουρές σελινόριζας (240γρ)","19,90€","22,90€","3,00€"
155-1,Φιλέτο στήθος κοτόπουλο ψητό με πουρέ γλυκοπατάτας,"Φιλέτο κοτόπουλο (120γρ), Πουρές γλυκοπατάτας (120γρ)","8,50€","8,40€","-0,10€"
155-3,Φιλέτο στήθος κοτόπουλο ψητό με πουρέ γλυκοπατάτας,"Φιλέτο κοτόπουλο (120γρ), Πουρές γλυκοπατάτας (220γρ)","9,50€","9,40€","-0,10€"
155-4,Φιλέτο στήθος κοτόπουλο ψητό με πουρέ γλυκοπατάτας,"Φιλέτο κοτόπουλο (150γρ), Πουρές γλυκοπατάτας (120γρ)","9,50€","9,40€","-0,10€"
155-6,Φιλέτο στήθος κοτόπουλο ψητό με πουρέ γλυκοπατάτας,"Φιλέτο κοτόπουλο (150γρ), Πουρές γλυκοπατάτας (220γρ)","10,50€","10,40€","-0,10€"
155-7,Φιλέτο στήθος κοτόπουλο ψητό με πουρέ γλυκοπατάτας,"Φιλέτο κοτόπουλο (180γρ), Πουρές γλυκοπατάτας (120γρ)","10,50€","10,40€","-0,10€"
155-9,Φιλέτο στήθος κοτόπουλο ψητό με πουρέ γλυκοπατάτας,"Φιλέτο κοτόπουλο (180γρ), Πουρές γλυκοπατάτας (220γρ)","11,50€","11,40€","-0,10€"
156-1,Φιλέτο στήθος κοτόπουλο με χόρτα και ψητά μανιτάρια,Φιλέτο κοτόπουλο (120γρ),"8,50€","8,90€","0,40€"
156-2,Φιλέτο στήθος κοτόπουλο με χόρτα και ψητά μανιτάρια,Φιλέτο κοτόπουλο (150γρ),"9,50€","9,90€","0,40€"
156-3,Φιλέτο στήθος κοτόπουλο με χόρτα και ψητά μανιτάρια,Φιλέτο κοτόπουλο (180γρ),"10,50€","10,90€","0,40€"
156-4,Φιλέτο στήθος κοτόπουλο με χόρτα και ψητά μανιτάρια,Φιλέτο κοτόπουλο (210γρ),"11,50€","11,90€","0,40€"
157-1,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (120γρ), Ρύζι basmati (60γρ)","8,50€","8,40€","-0,10€"
157-3,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (120γρ), Ρύζι basmati (180γρ)","9,50€","9,40€","-0,10€"
157-4,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (150γρ), Ρύζι basmati (60γρ)","9,50€","9,40€","-0,10€"
157-6,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (150γρ), Ρύζι basmati (180γρ)","10,50€","10,40€","-0,10€"
157-7,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (180γρ), Ρύζι basmati (120γρ)","10,50€","10,40€","-0,10€"
157-9,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (180γρ), Ρύζι basmati (240γρ)","11,50€","11,40€","-0,10€"
158-1,Φιλέτο στήθος κοτόπουλο με λαχανικά ατμού και σάλτσα μουστάρδας,Φιλέτο κοτόπουλο (120γρ),"8,50€","8,90€","0,40€"
158-2,Φιλέτο στήθος κοτόπουλο με λαχανικά ατμού και σάλτσα μουστάρδας,Φιλέτο κοτόπουλο (150γρ),"9,50€","9,90€","0,40€"
158-3,Φιλέτο στήθος κοτόπουλο με λαχανικά ατμού και σάλτσα μουστάρδας,Φιλέτο κοτόπουλο (180γρ),"10,50€","10,90€","0,40€"
158-4,Φιλέτο στήθος κοτόπουλο με λαχανικά ατμού και σάλτσα μουστάρδας,Φιλέτο κοτόπουλο (210γρ),"11,50€","11,90€","0,40€"
159-1,Φιλέτο στήθος κοτόπουλο με ψητή γλυκοπατάτα,"Φιλέτο κοτόπουλο (120γρ), Ψητή γλυκοπατάτα (120γρ)","8,50€","8,90€","0,40€"
159-2,Φιλέτο στήθος κοτόπουλο με ψητή γλυκοπατάτα,"Φιλέτο κοτόπουλο (120γρ), Ψητή γλυκοπατάτα (150γρ)","8,90€","9,40€","0,50€"
159-3,Φιλέτο στήθος κοτόπουλο με ψητή γλυκοπατάτα,"Φιλέτο κοτόπουλο (120γρ), Ψητή γλυκοπατάτα (200γρ)","9,50€","9,90€","0,40€"
159-4,Φιλέτο στήθος κοτόπουλο με ψητή γλυκοπατάτα,"Φιλέτο κοτόπουλο (150γρ), Ψητή γλυκοπατάτα (120γρ)","9,50€","9,90€","0,40€"
159-5,Φιλέτο στήθος κοτόπουλο με ψητή γλυκοπατάτα,"Φιλέτο κοτόπουλο (150γρ), Ψητή γλυκοπατάτα (150γρ)","9,90€","10,40€","0,50€"
159-6,Φιλέτο στήθος κοτόπουλο με ψητή γλυκοπατάτα,"Φιλέτο κοτόπουλο (150γρ), Ψητή γλυκοπατάτα (200γρ)","10,50€","10,90€","0,40€"
159-7,Φιλέτο στήθος κοτόπουλο με ψητή γλυκοπατάτα,"Φιλέτο κοτόπουλο (180γρ), Ψητή γλυκοπατάτα (120γρ)","10,50€","10,90€","0,40€"
159-8,Φιλέτο στήθος κοτόπουλο με ψητή γλυκοπατάτα,"Φιλέτο κοτόπουλο (180γρ), Ψητή γλυκοπατάτα (150γρ)","10,90€","11,40€","0,50€"
159-9,Φιλέτο στήθος κοτόπουλο με ψητή γλυκοπατάτα,"Φιλέτο κοτόπουλο (180γρ), Ψητή γλυκοπατάτα (200γρ)","11,50€","11,90€","0,40€"
160-1,Μπιφτέκι γαλοπούλας με ρύζι basmati και ψητά λαχανικά,"Μπιφτέκι γαλοπούλας (120γρ), Ρύζι basmati (60γρ)","9,50€","8,40€","-1,10€"
160-2,Μπιφτέκι γαλοπούλας με ρύζι basmati και ψητά λαχανικά,"Μπιφτέκι γαλοπούλας (120γρ), Ρύζι basmati (120γρ)","9,90€","8,90€","-1,00€"
160-3,Μπιφτέκι γαλοπούλας με ρύζι basmati και ψητά λαχανικά,"Μπιφτέκι γαλοπούλας (120γρ), Ρύζι basmati (180γρ)","10,50€","9,40€","-1,10€"
160-4,Μπιφτέκι γαλοπούλας με ρύζι basmati και ψητά λαχανικά,"Μπιφτέκι γαλοπούλας (150γρ), Ρύζι basmati (60γρ)","10,50€","9,40€","-1,10€"
160-5,Μπιφτέκι γαλοπούλας με ρύζι basmati και ψητά λαχανικά,"Μπιφτέκι γαλοπούλας (150γρ), Ρύζι basmati (120γρ)","10,90€","9,90€","-1,00€"
160-6,Μπιφτέκι γαλοπούλας με ρύζι basmati και ψητά λαχανικά,"Μπιφτέκι γαλοπούλας (150γρ), Ρύζι basmati (180γρ)","11,50€","10,40€","-1,10€"
160-7,Μπιφτέκι γαλοπούλας με ρύζι basmati και ψητά λαχανικά,"Μπιφτέκι γαλοπούλας (180γρ), Ρύζι basmati (120γρ)","11,50€","10,40€","-1,10€"
160-8,Μπιφτέκι γαλοπούλας με ρύζι basmati και ψητά λαχανικά,"Μπιφτέκι γαλοπούλας (180γρ), Ρύζι basmati (180γρ)","11,90€","10,90€","-1,00€"
160-9,Μπιφτέκι γαλοπούλας με ρύζι basmati και ψητά λαχανικά,"Μπιφτέκι γαλοπούλας (180γρ), Ρύζι basmati (240γρ)","12,50€","11,40€","-1,10€"
161-1,Μπιφτέκι γαλοπούλας με ψητά λαχανικά και sauce γιαουρτιού,Μπιφτέκι γαλοπούλας (120γρ),"9,90€","9,50€","-0,40€"
161-2,Μπιφτέκι γαλοπούλας με ψητά λαχανικά και sauce γιαουρτιού,Μπιφτέκι γαλοπούλας (150γρ),"10,90€","10,50€","-0,40€"
161-3,Μπιφτέκι γαλοπούλας με ψητά λαχανικά και sauce γιαουρτιού,Μπιφτέκι γαλοπούλας (180γρ),"11,90€","11,50€","-0,40€"
161-4,Μπιφτέκι γαλοπούλας με ψητά λαχανικά και sauce γιαουρτιού,Μπιφτέκι γαλοπούλας (210γρ),"12,90€","12,50€","-0,40€"
162-2,Μπιφτέκι γαλοπούλας με κους κους και ψητά μανιτάρια,"Μπιφτέκι γαλοπούλας (120γρ), Κους κους (150γρ)","9,50€","9,40€","-0,10€"
162-4,Μπιφτέκι γαλοπούλας με κους κους και ψητά μανιτάρια,"Μπιφτέκι γαλοπούλας (150γρ), Κους κους (150γρ)","10,50€","10,40€","-0,10€"
162-6,Μπιφτέκι γαλοπούλας με κους κους και ψητά μανιτάρια,"Μπιφτέκι γαλοπούλας (180γρ), Κους κους (150γρ)","11,50€","11,40€","-0,10€"
162-8,Μπιφτέκι γαλοπούλας με κους κους και ψητά μανιτάρια,"Μπιφτέκι γαλοπούλας (210γρ), Κους κους (150γρ)","12,50€","12,40€","-0,10€"
163-1,Μπιφτέκι γαλοπούλας με πουρέ γλυκοπατάτας,"Μπιφτέκι γαλοπούλας (120γρ), Πουρές γλυκοπατάτας (120γρ)","9,50€","8,40€","-1,10€"
163-2,Μπιφτέκι γαλοπούλας με πουρέ γλυκοπατάτας,"Μπιφτέκι γαλοπούλας (120γρ), Πουρές γλυκοπατάτας (180γρ)","9,90€","8,90€","-1,00€"
163-3,Μπιφτέκι γαλοπούλας με πουρέ γλυκοπατάτας,"Μπιφτέκι γαλοπούλας (120γρ), Πουρές γλυκοπατάτας (220γρ)","10,50€","9,40€","-1,10€"
163-4,Μπιφτέκι γαλοπούλας με πουρέ γλυκοπατάτας,"Μπιφτέκι γαλοπούλας (150γρ), Πουρές γλυκοπατάτας (120γρ)","10,50€","9,40€","-1,10€"
163-5,Μπιφτέκι γαλοπούλας με πουρέ γλυκοπατάτας,"Μπιφτέκι γαλοπούλας (150γρ), Πουρές γλυκοπατάτας (180γρ)","10,90€","9,90€","-1,00€"
163-6,Μπιφτέκι γαλοπούλας με πουρέ γλυκοπατάτας,"Μπιφτέκι γαλοπούλας (150γρ), Πουρές γλυκοπατάτας (220γρ)","11,50€","10,40€","-1,10€"
163-7,Μπιφτέκι γαλοπούλας με πουρέ γλυκοπατάτας,"Μπιφτέκι γαλοπούλας (180γρ), Πουρές γλυκοπατάτας (120γρ)","11,50€","10,40€","-1,10€"
163-8,Μπιφτέκι γαλοπούλας με πουρέ γλυκοπατάτας,"Μπιφτέκι γαλοπούλας (180γρ), Πουρές γλυκοπατάτας (180γρ)","11,90€","10,90€","-1,00€"
163-9,Μπιφτέκι γαλοπούλας με πουρέ γλυκοπατάτας,"Μπιφτέκι γαλοπούλας (180γρ), Πουρές γλυκοπατάτας (220γρ)","12,50€","11,40€","-1,10€"
164-1,Μπιφτέκι γαλοπούλας με άγριο ρύζι και αμπελοφάσουλα,"Μπιφτέκι γαλοπούλας (120γρ), Άγριο ρύζι (60γρ)","9,50€","8,40€","-1,10€"
164-2,Μπιφτέκι γαλοπούλας με άγριο ρύζι και αμπελοφάσουλα,"Μπιφτέκι γαλοπούλας (120γρ), Άγριο ρύζι (120γρ)","9,90€","8,90€","-1,00€"
164-3,Μπιφτέκι γαλοπούλας με άγριο ρύζι και αμπελοφάσουλα,"Μπιφτέκι γαλοπούλας (120γρ), Άγριο ρύζι (180γρ)","10,50€","9,40€","-1,10€"
164-4,Μπιφτέκι γαλοπούλας με άγριο ρύζι και αμπελοφάσουλα,"Μπιφτέκι γαλοπούλας (150γρ), Άγριο ρύζι (60γρ)","10,50€","9,40€","-1,10€"
164-5,Μπιφτέκι γαλοπούλας με άγριο ρύζι και αμπελοφάσουλα,"Μπιφτέκι γαλοπούλας (150γρ), Άγριο ρύζι (120γρ)","10,90€","9,90€","-1,00€"
164-6,Μπιφτέκι γαλοπούλας με άγριο ρύζι και αμπελοφάσουλα,"Μπιφτέκι γαλοπούλας (150γρ), Άγριο ρύζι (180γρ)","11,50€","10,40€","-1,10€"
164-7,Μπιφτέκι γαλοπούλας με άγριο ρύζι και αμπελοφάσουλα,"Μπιφτέκι γαλοπούλας (180γρ), Άγριο ρύζι (120γρ)","11,50€","10,40€","-1,10€"
164-8,Μπιφτέκι γαλοπούλας με άγριο ρύζι και αμπελοφάσουλα,"Μπιφτέκι γαλοπούλας (180γρ), Άγριο ρύζι (180γρ)","11,90€","10,90€","-1,00€"
164-9,Μπιφτέκι γαλοπούλας με άγριο ρύζι και αμπελοφάσουλα,"Μπιφτέκι γαλοπούλας (180γρ), Άγριο ρύζι (240γρ)","12,50€","11,40€","-1,10€"
165-1,Μπιφτέκι γαλοπούλας με ρύζι basmati και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (120γρ), Ρύζι basmati (60γρ)","9,50€","8,40€","-1,10€"
165-2,Μπιφτέκι γαλοπούλας με ρύζι basmati και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (120γρ), Ρύζι basmati (120γρ)","9,90€","8,90€","-1,00€"
165-3,Μπιφτέκι γαλοπούλας με ρύζι basmati και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (120γρ), Ρύζι basmati (180γρ)","10,50€","9,40€","-1,10€"
165-4,Μπιφτέκι γαλοπούλας με ρύζι basmati και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (150γρ), Ρύζι basmati (60γρ)","10,50€","9,40€","-1,10€"
165-5,Μπιφτέκι γαλοπούλας με ρύζι basmati και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (150γρ), Ρύζι basmati (120γρ)","10,90€","9,90€","-1,00€"
165-6,Μπιφτέκι γαλοπούλας με ρύζι basmati και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (150γρ), Ρύζι basmati (180γρ)","11,50€","10,40€","-1,10€"
165-7,Μπιφτέκι γαλοπούλας με ρύζι basmati και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (180γρ), Ρύζι basmati (120γρ)","11,50€","10,40€","-1,10€"
165-8,Μπιφτέκι γαλοπούλας με ρύζι basmati και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (180γρ), Ρύζι basmati (180γρ)","11,90€","10,90€","-1,00€"
165-9,Μπιφτέκι γαλοπούλας με ρύζι basmati και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (180γρ), Ρύζι basmati (240γρ)","12,50€","11,40€","-1,10€"
166-1,Μπιφτέκι γαλοπούλας με γλυκοπατάτα και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (120γρ), Ψητή γλυκοπατάτα (120γρ)","9,50€","8,40€","-1,10€"
166-2,Μπιφτέκι γαλοπούλας με γλυκοπατάτα και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (120γρ), Ψητή γλυκοπατάτα (150γρ)","9,90€","8,90€","-1,00€"
166-3,Μπιφτέκι γαλοπούλας με γλυκοπατάτα και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (120γρ), Ψητή γλυκοπατάτα (200γρ)","10,50€","9,40€","-1,10€"
166-4,Μπιφτέκι γαλοπούλας με γλυκοπατάτα και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (150γρ), Ψητή γλυκοπατάτα (120γρ)","10,50€","9,40€","-1,10€"
166-5,Μπιφτέκι γαλοπούλας με γλυκοπατάτα και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (150γρ), Ψητή γλυκοπατάτα (150γρ)","10,90€","9,90€","-1,00€"
166-6,Μπιφτέκι γαλοπούλας με γλυκοπατάτα και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (150γρ), Ψητή γλυκοπατάτα (200γρ)","11,50€","10,40€","-1,10€"
166-7,Μπιφτέκι γαλοπούλας με γλυκοπατάτα και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (180γρ), Ψητή γλυκοπατάτα (120γρ)","11,50€","10,40€","-1,10€"
166-8,Μπιφτέκι γαλοπούλας με γλυκοπατάτα και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (180γρ), Ψητή γλυκοπατάτα (150γρ)","11,90€","10,90€","-1,00€"
166-9,Μπιφτέκι γαλοπούλας με γλυκοπατάτα και κρέμα μελιτζάνας,"Μπιφτέκι γαλοπούλας (180γρ), Ψητή γλυκοπατάτα (200γρ)","12,50€","11,40€","-1,10€"
167-1,Μπιφτέκι γαλοπούλας με πουρέ καρότου,"Μπιφτέκι γαλοπούλας (120γρ), Πουρές καρότου (120γρ)","9,50€","8,40€","-1,10€"
167-2,Μπιφτέκι γαλοπούλας με πουρέ καρότου,"Μπιφτέκι γαλοπούλας (120γρ), Πουρές καρότου (180γρ)","9,90€","8,90€","-1,00€"
