Κατηγορία,Λιανική,Τίτλος,Ποσότητα,Υλικά,Κρυμμένο Πεδίο,Κωδικός,Price,Price (ΦΠΑ),Status,Επιλογή Πιάτου Match,Food Cost,Food Cost (ΦΠΑ),Packaging Cost,Packaging Cost (ΦΠΑ),Old Product Cost,Product Cost,Product Cost (ΦΠΑ),Product Cost/ Price,Price - Product Cost,Food Cost/Price,Packaging Cost/ Price,Θερμίδες,Υδατάνθρακες,Πρωτεϊνη,Λιπαρά,Image,Image
Μαγειρευτά,ΟΧΙ,"Caprese με φιλέτο κοτόπουλο, μοτσαρέλα και πλιγούρι","Φιλέτο κοτόπουλο (150γρ), Πλιγούρι (90γρ)","Κοτόπουλο, Πλιγούρι, Κρεμμύδι, Σκόρδο, Βασιλικός, Ντοματίνια, Βαλσάμικο ξύδι, Μέλι, Φρέσκια μοτσαρέλα","Φιλέτο κοτόπουλο (150γρ), Πλιγούρι (90γρ), Ντοματίνια (35γρ), Μοτσαρέλα (35γρ)",173-4,8.32,9.40,OK,"Κοτόπουλο στήθος, μαγειρεμένο (150γρ), Πλιγούρι, μαγειρεμένο (90γρ), Ντοματίνια caprese (35γρ), Φρέσκια μοτσαρέλα (35γρ)",2.09,2.36,0.14,0.17,2.23,2.23,2.54,26.80%,€6.09,25.12%,1.68%,403,22,57,9,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing
Μαγειρευτά,ΟΧΙ,"Caprese με φιλέτο κοτόπουλο, μοτσαρέλα και πλιγούρι","Φιλέτο κοτόπουλο (150γρ), Πλιγούρι (120γρ)","Κοτόπουλο, Πλιγούρι, Κρεμμύδι, Σκόρδο, Βασιλικός, Ντοματίνια, Βαλσάμικο ξύδι, Μέλι, Φρέσκια μοτσαρέλα","Φιλέτο κοτόπουλο (150γρ), Πλιγούρι (120γρ), Ντοματίνια (35γρ), Μοτσαρέλα (35γρ)",173-5,8.76,9.90,OK,"Κοτόπουλο στήθος, μαγειρεμένο (150γρ), Πλιγούρι, μαγειρεμένο (120γρ), Ντοματίνια caprese (35γρ), Φρέσκια μοτσαρέλα (35γρ)",2.11,2.38,0.14,0.17,2.25,2.25,2.56,25.68%,€6.51,24.09%,1.60%,431,28,58,9,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing
Μαγειρευτά,ΟΧΙ,"Caprese με φιλέτο κοτόπουλο, μοτσαρέλα και πλιγούρι","Φιλέτο κοτόπουλο (150γρ), Πλιγούρι (180γρ)","Κοτόπουλο, Πλιγούρι, Κρεμμύδι, Σκόρδο, Βασιλικός, Ντοματίνια, Βαλσάμικο ξύδι, Μέλι, Φρέσκια μοτσαρέλα","Φιλέτο κοτόπουλο (150γρ), Πλιγούρι (180γρ), Ντοματίνια (35γρ), Μοτσαρέλα (35γρ)",173-6,9.20,10.40,OK,"Κοτόπουλο στήθος, μαγειρεμένο (150γρ), Πλιγούρι, μαγειρεμένο (180γρ), Ντοματίνια caprese (35γρ), Φρέσκια μοτσαρέλα (35γρ)",2.15,2.43,0.14,0.17,2.29,2.29,2.60,24.89%,€6.91,23.37%,1.52%,486,40,60,10,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing
Μαγειρευτά,ΟΧΙ,"Caprese με φιλέτο κοτόπουλο, μοτσαρέλα και πλιγούρι","Φιλέτο κοτόπουλο (180γρ), Πλιγούρι (120γρ)","Κοτόπουλο, Πλιγούρι, Κρεμμύδι, Σκόρδο, Βασιλικός, Ντοματίνια, Βαλσάμικο ξύδι, Μέλι, Φρέσκια μοτσαρέλα","Φιλέτο κοτόπουλο (180γρ), Πλιγούρι (120γρ), Ντοματίνια (35γρ), Μοτσαρέλα (35γρ)",173-7,9.20,10.40,OK,"Κοτόπουλο στήθος, μαγειρεμένο (180γρ), Πλιγούρι, μαγειρεμένο (120γρ), Ντοματίνια caprese (35γρ), Φρέσκια μοτσαρέλα (35γρ)",2.40,2.71,0.14,0.17,2.54,2.54,2.89,27.61%,€6.66,26.09%,1.52%,480,28,67,10,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing
Μαγειρευτά,ΝΑΙ,"Caprese με φιλέτο κοτόπουλο, μοτσαρέλα και πλιγούρι","Φιλέτο κοτόπουλο (180γρ), Πλιγούρι (180γρ)","Κοτόπουλο, Πλιγούρι, Κρεμμύδι, Σκόρδο, Βασιλικός, Ντοματίνια, Βαλσάμικο ξύδι, Μέλι, Φρέσκια μοτσαρέλα","Φιλέτο κοτόπουλο (180γρ), Πλιγούρι (180γρ), Ντοματίνια (35γρ), Μοτσαρέλα (35γρ)",173-8,9.65,10.90,OK,"Κοτόπουλο στήθος, μαγειρεμένο (180γρ), Πλιγούρι, μαγειρεμένο (180γρ), Ντοματίνια caprese (35γρ), Φρέσκια μοτσαρέλα (35γρ)",2.44,2.76,0.14,0.17,2.58,2.58,2.93,26.74%,€7.07,25.28%,1.45%,535,40,69,11,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing
Μαγειρευτά,ΟΧΙ,"Caprese με φιλέτο κοτόπουλο, μοτσαρέλα και πλιγούρι","Φιλέτο κοτόπουλο (180γρ), Πλιγούρι (240γρ)","Κοτόπουλο, Πλιγούρι, Κρεμμύδι, Σκόρδο, Βασιλικός, Ντοματίνια, Βαλσάμικο ξύδι, Μέλι, Φρέσκια μοτσαρέλα","Φιλέτο κοτόπουλο (180γρ), Πλιγούρι (240γρ), Ντοματίνια (35γρ), Μοτσαρέλα (35γρ)",173-9,10.09,11.40,OK,"Κοτόπουλο στήθος, μαγειρεμένο (180γρ), Πλιγούρι, μαγειρεμένο (240γρ), Ντοματίνια caprese (35γρ), Φρέσκια μοτσαρέλα (35γρ)",2.48,2.80,0.14,0.17,2.62,2.62,2.98,25.97%,€7.47,24.58%,1.39%,591,52,71,11,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing
Μαγειρευτά,ΟΧΙ,"Caprese με φιλέτο κοτόπουλο, μοτσαρέλα και πλιγούρι","Φιλέτο κοτόπουλο (210γρ), Πλιγούρι (120γρ)","Κοτόπουλο, Πλιγούρι, Κρεμμύδι, Σκόρδο, Βασιλικός, Ντοματίνια, Βαλσάμικο ξύδι, Μέλι, Φρέσκια μοτσαρέλα","Φιλέτο κοτόπουλο (210γρ), Πλιγούρι (120γρ), Ντοματίνια (35γρ), Μοτσαρέλα (35γρ)",173-10,10.09,11.40,OK,"Κοτόπουλο στήθος, μαγειρεμένο (210γρ), Πλιγούρι, μαγειρεμένο (120γρ), Ντοματίνια caprese (35γρ), Φρέσκια μοτσαρέλα (35γρ)",2.70,3.05,0.14,0.17,2.84,2.84,3.22,28.15%,€7.25,26.76%,1.39%,530,28,76,11,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing
Μαγειρευτά,ΟΧΙ,"Caprese με φιλέτο κοτόπουλο, μοτσαρέλα και πλιγούρι","Φιλέτο κοτόπουλο (210γρ), Πλιγούρι (180γρ)","Κοτόπουλο, Πλιγούρι, Κρεμμύδι, Σκόρδο, Βασιλικός, Ντοματίνια, Βαλσάμικο ξύδι, Μέλι, Φρέσκια μοτσαρέλα","Φιλέτο κοτόπουλο (210γρ), Πλιγούρι (180γρ), Ντοματίνια (35γρ), Μοτσαρέλα (35γρ)",173-11,10.53,11.90,OK,"Κοτόπουλο στήθος, μαγειρεμένο (210γρ), Πλιγούρι, μαγειρεμένο (180γρ), Ντοματίνια caprese (35γρ), Φρέσκια μοτσαρέλα (35γρ)",2.74,3.10,0.14,0.17,2.88,2.88,3.27,27.35%,€7.65,26.02%,1.33%,585,40,78,12,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing
Μαγειρευτά,ΟΧΙ,"Caprese με φιλέτο κοτόπουλο, μοτσαρέλα και πλιγούρι","Φιλέτο κοτόπουλο (210γρ), Πλιγούρι (240γρ)","Κοτόπουλο, Πλιγούρι, Κρεμμύδι, Σκόρδο, Βασιλικός, Ντοματίνια, Βαλσάμικο ξύδι, Μέλι, Φρέσκια μοτσαρέλα","Φιλέτο κοτόπουλο (210γρ), Πλιγούρι (240γρ), Ντοματίνια (35γρ), Μοτσαρέλα (35γρ)",173-12,10.97,12.40,OK,"Κοτόπουλο στήθος, μαγειρεμένο (210γρ), Πλιγούρι, μαγειρεμένο (240γρ), Ντοματίνια caprese (35γρ), Φρέσκια μοτσαρέλα (35γρ)",2.78,3.14,0.14,0.17,2.92,2.92,3.32,26.62%,€8.05,25.34%,1.28%,640,52,81,12,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing,https://drive.google.com/file/d/1ntKhLI4ec67SsviNohUjQKIYBswJdrKL/view?usp=sharing
Πρωϊνά,ΝΑΙ,Carrot κέικ με frosting κρέμας τυριού light,"Carrot κέικ (70γρ), Κρέμα (20γρ)","Αυγό, Αλεύρι, Μέλι, Κανέλα, Χυμός λεμονιού, Χυμός πορτοκαλιού, Καρύδι, Καρότο, Μοσχοκάρυδο, Τυρί κρέμα light","Carrot κέικ (70γρ), Frosting κρέμας τυριού light (20γρ)",33,3.45,3.90,OK,"Carrot κέικ (70γρ), Frosting κρέμα (20γρ)",0.37,0.42,0.06,0.07,0.43,0.43,0.49,12.47%,€3.02,10.72%,1.74%,275,29,5,16,https://drive.google.com/file/d/1PDmPmxch8xQgYMQvC5xVB6jFYSM629Pq/view?usp=sharing,https://drive.google.com/file/d/1PDmPmxch8xQgYMQvC5xVB6jFYSM629Pq/view?usp=sharing
Πρωϊνά,ΝΑΙ,Ceasar salad wrap ολικής με στήθος κοτόπουλο,Caesar Wrap με φιλέτο κοτόπουλο (60γρ),"Τορτίγια, Κοτόπουλο, Τυρί κίτρινο light, Γιαούρτι, Κόκκινη πιπεριά, Καλαμπόκι, Λαχανικά","Wrap ολικής (60γρ), Φιλέτο κοτόπουλο (30γρ), Κίτρινο τυρί light (30γρ), Καλαμπόκι (10γρ), Γιαούρτι 2% (10γρ), Πιπεριές (20γρ), Πράσινη σαλάτα (25γρ)",26-1,5.22,5.90,OK,"Τορτίγια ολικής, μικρή  (60γρ), Κοτόπουλο στήθος, μαγειρεμένο (30γρ), Τυρί κίτρινο light (30γρ), Γιαούρτι 2% (10γρ), Κόκκινη πιπεριά γλυκιά, ωμή (20γρ), Καλαμπόκι, κονσέρβα (10γρ), Λαχανικά, ωμά (25γρ)",1.45,1.64,0.20,0.25,1.65,1.65,1.89,31.61%,€3.57,27.78%,3.84%,310,34,25,7,https://drive.google.com/file/d/16GXebrxFl-iI3Io0qVS43wVBe7W8Z7cd/view?usp=sharing,https://drive.google.com/file/d/16GXebrxFl-iI3Io0qVS43wVBe7W8Z7cd/view?usp=sharing
Πρωϊνά,ΟΧΙ,Ceasar salad wrap ολικής με στήθος κοτόπουλο,Caesar Wrap με φιλέτο κοτόπουλο (90γρ),"Τορτίγια, Κοτόπουλο, Τυρί κίτρινο light, Γιαούρτι, Κόκκινη πιπεριά, Καλαμπόκι, Λαχανικά","Wrap ολικής (90γρ), Φιλέτο κοτόπουλο (60γρ), Κίτρινο τυρί light (30γρ), Καλαμπόκι (20γρ), Γιαούρτι 2% (20γρ), Πιπεριές (20γρ), Πράσινη σαλάτα (45γρ)",26-2,6.11,6.90,OK,"Τορτίγια ολικής, μεγάλη (90γρ), Κοτόπουλο στήθος, μαγειρεμένο (60γρ), Τυρί κίτρινο light (30γρ), Γιαούρτι 2% (20γρ), Κόκκινη πιπεριά γλυκιά, ωμή (20γρ), Καλαμπόκι, κονσέρβα (20γρ), Λαχανικά, ωμά (45γρ)",1.97,2.23,0.20,0.25,2.17,2.17,2.47,35.52%,€3.94,32.24%,3.28%,462,51,39,10,https://drive.google.com/file/d/16GXebrxFl-iI3Io0qVS43wVBe7W8Z7cd/view?usp=sharing,https://drive.google.com/file/d/16GXebrxFl-iI3Io0qVS43wVBe7W8Z7cd/view?usp=sharing
Σαλάτες,ΟΧΙ,Ceasar salad με φιλέτο κοτόπουλο,"Caesar σαλάτα με φιλέτο κοτόπουλο (30γρ), Dressing (70γρ)","Κοτόπουλο, Λαχανικά, Παρμεζάνα, Κρουτόν, Σκόρδο, Αντζούγια, Μουστάρδα, Χυμός λεμονιού, Μαγιονέζα light, Γιαούρτι, Worcestershire sauce","Φιλέτο κοτόπουλο (30γρ), Παρμεζάνα (20γρ), Κρουτόν (30γρ), Πράσινη σαλάτα (100γρ), Dressing (70γρ)",72-1,7.88,8.90,OK,"Κοτόπουλο στήθος, μαγειρεμένο (30γρ), Λαχανικά, ωμά (100γρ), Παρμεζάνα τυρί (20γρ), Κρουτόν (30γρ), Ceasar dressing με γιαούρτι (70γρ)",1.44,1.63,0.20,0.25,1.64,1.64,1.87,20.78%,€6.24,18.27%,2.51%,412,29,25,22,https://drive.google.com/file/d/14jnmHrfhXEoT8n-_emniYepVteL52LFu/view?usp=sharing,https://drive.google.com/file/d/14jnmHrfhXEoT8n-_emniYepVteL52LFu/view?usp=sharing
Σαλάτες,ΝΑΙ,Ceasar salad με φιλέτο κοτόπουλο,"Caesar σαλάτα με φιλέτο κοτόπουλο (60γρ), Dressing (70γρ)","Κοτόπουλο, Λαχανικά, Παρμεζάνα, Κρουτόν, Σκόρδο, Αντζούγια, Μουστάρδα, Χυμός λεμονιού, Μαγιονέζα light, Γιαούρτι, Worcestershire sauce","Φιλέτο κοτόπουλο (60γρ), Παρμεζάνα (20γρ), Κρουτόν (30γρ), Πράσινη σαλάτα (100γρ), Dressing (70γρ)",72-2,8.32,9.40,OK,"Κοτόπουλο στήθος, μαγειρεμένο (60γρ), Λαχανικά, ωμά (100γρ), Παρμεζάνα τυρί (20γρ), Κρουτόν (30γρ), Ceasar dressing με γιαούρτι (70γρ)",1.74,1.97,0.20,0.25,1.94,1.94,2.21,23.29%,€6.38,20.91%,2.38%,462,29,35,23,https://drive.google.com/file/d/14jnmHrfhXEoT8n-_emniYepVteL52LFu/view?usp=sharing,https://drive.google.com/file/d/14jnmHrfhXEoT8n-_emniYepVteL52LFu/view?usp=sharing
Σαλάτες,ΟΧΙ,Ceasar salad με φιλέτο κοτόπουλο,"Caesar σαλάτα με φιλέτο κοτόπουλο (90γρ), Dressing (70γρ)","Κοτόπουλο, Λαχανικά, Παρμεζάνα, Κρουτόν, Σκόρδο, Αντζούγια, Μουστάρδα, Χυμός λεμονιού, Μαγιονέζα light, Γιαούρτι, Worcestershire sauce","Φιλέτο κοτόπουλο (90γρ), Παρμεζάνα (20γρ), Κρουτόν (30γρ), Πράσινη σαλάτα (100γρ), Dressing (70γρ)",72-3,8.76,9.90,OK,"Κοτόπουλο στήθος, μαγειρεμένο (90γρ), Λαχανικά, ωμά (100γρ), Παρμεζάνα τυρί (20γρ), Κρουτόν (30γρ), Ceasar dressing με γιαούρτι (70γρ)",2.03,2.29,0.20,0.25,2.23,2.23,2.54,25.43%,€6.53,23.17%,2.26%,511,29,44,24,https://drive.google.com/file/d/14jnmHrfhXEoT8n-_emniYepVteL52LFu/view?usp=sharing,https://drive.google.com/file/d/14jnmHrfhXEoT8n-_emniYepVteL52LFu/view?usp=sharing
Πρωϊνά,ΝΑΙ,Chia pudding με μάνγκο και γάλα καρύδας,"Chia pudding με πουρέ μάνγκο (200γρ), Ντιπάκι μελιού (20γρ)","Σπόροι chia, Μέλι, Ινδοκάρυδο, Φράουλα, Μπανάνα, Σπόροι κάνναβης, Κολοκυθόσπορος, Γάλα καρύδας","Σπόροι chia (30γρ), Μango puree (40γρ), Μέλι (10γρ), Ντιπάκι μελιού (20γρ), Γάλα καρύδας (60γρ), Φράουλες (20γρ), Μπανάνα (30γρ), Σπόροι κάνναβης (5γρ), Κολοκυθόσπορος (5γρ), Ινδοκάρυδο (5γρ)",56,5.22,5.90,Product Cost Change,"Chia seeds, dried (30γρ), Mango puree (40γρ), Μέλι (30γρ), Ινδοκάρυδο (5γρ), Φράουλα (20γρ), Μπανάνα (30γρ), Σπόροι κάνναβης (5γρ), Pepita seeds, unsalted (5γρ), Γάλα καρύδας (60γρ)",1.61,1.82,0.27,0.33,1.83,1.88,2.15,35.93%,€3.34,30.84%,5.08%,531,63,10,30,https://drive.google.com/file/d/1lWrALG55kBr2vg-syPOG2UJ4MHWmh4Bz/view?usp=sharing,https://drive.google.com/file/d/1lWrALG55kBr2vg-syPOG2UJ4MHWmh4Bz/view?usp=sharing
Smoothies,ΝΑΙ,"ChiaDia Straberry με μήλο, chia και σιρόπι αγαύης","ChiaDia Straberry με λεμόνι, μήλο, σιρόπι αγαύης, σπόρους chia  (250γρ)","Φράουλα, Λεμόνι, Μήλο, Σιρόπι αγαύης, Σπόροι chia, Μαύρο καρότο","ChiaDia Straberry με λεμόνι, μήλο, σιρόπι αγαύης, σπόρους chia",317,3.98,4.50,OK,"ChiaDia Straberry με λεμόνι, μήλο, σιρόπι αγαύης, σπόρους chia  (250γρ)",1.80,2.03,0.00,0.00,1.80,1.80,2.03,45.23%,€2.18,45.23%,0.00%,138,22,2,2,https://drive.google.com/file/d/1VTYpXf0s5GPoyHJ8I1bsSmP6W1ErA33P/view?usp=sharing,https://drive.google.com/file/d/1VTYpXf0s5GPoyHJ8I1bsSmP6W1ErA33P/view?usp=sharing
Σαλάτες,ΟΧΙ,Chicken Curry Salad,Chicken curry salad (60γρ),"Φυλλώδη πράσινα λαχανικά, Κοτόπουλο, Σέλερι, Κάσιους, Καρότο, Μαγιονέζα light, Γιαούρτι, Χυμός λεμονιού, Μέλι","Πράσινη σαλάτα (100γρ), Φιλέτο κοτόπουλο (60γρ), Σέλερι (25γρ), Κάσιους (20γρ), Καρότο (30γρ), Dressing (70γρ)",107-1,7.88,8.90,OK,"Λαχανικά, ωμά (100γρ), Κοτόπουλο στήθος, μαγειρεμένο (60γρ), Σέλερι, ωμό (25γρ), Κάσιους, ανάλατο (20γρ), Καρότο, ωμό (30γρ), Dressing curry (70γρ)",1.52,1.72,0.14,0.17,1.66,1.66,1.89,21.07%,€6.22,19.29%,1.78%,381,17,27,23,https://drive.google.com/file/d/1zamFJc3U2uLn61AdhzUCLnxprZS6rMoW/view?usp=sharing,https://drive.google.com/file/d/1zamFJc3U2uLn61AdhzUCLnxprZS6rMoW/view?usp=sharing
Σαλάτες,ΝΑΙ,Chicken Curry Salad,Chicken curry salad (90γρ),"Φυλλώδη πράσινα λαχανικά, Κοτόπουλο, Σέλερι, Κάσιους, Καρότο, Μαγιονέζα light, Γιαούρτι, Χυμός λεμονιού, Μέλι","Πράσινη σαλάτα (100γρ), Φιλέτο κοτόπουλο (90γρ), Σέλερι (25γρ), Κάσιους (20γρ), Καρότο (30γρ), Dressing (70γρ)",107-2,8.32,9.40,OK,"Λαχανικά, ωμά (100γρ), Κοτόπουλο στήθος, μαγειρεμένο (90γρ), Σέλερι, ωμό (25γρ), Κάσιους, ανάλατο (20γρ), Καρότο, ωμό (30γρ), Dressing curry (70γρ)",1.82,2.06,0.14,0.17,1.96,1.96,2.23,23.56%,€6.36,21.88%,1.68%,431,17,36,24,https://drive.google.com/file/d/1zamFJc3U2uLn61AdhzUCLnxprZS6rMoW/view?usp=sharing,https://drive.google.com/file/d/1zamFJc3U2uLn61AdhzUCLnxprZS6rMoW/view?usp=sharing
Σαλάτες,ΟΧΙ,Chicken Curry Salad,Chicken curry salad (120γρ),"Φυλλώδη πράσινα λαχανικά, Κοτόπουλο, Σέλερι, Κάσιους, Καρότο, Μαγιονέζα light, Γιαούρτι, Χυμός λεμονιού, Μέλι","Πράσινη σαλάτα (100γρ), Φιλέτο κοτόπουλο (120γρ), Σέλερι (25γρ), Κάσιους (20γρ), Καρότο (30γρ), Dressing (70γρ)",107-3,8.76,9.90,Product Cost Change,"Λαχανικά, ωμά (100γρ), Κοτόπουλο στήθος, μαγειρεμένο (120γρ), Σέλερι, ωμό (25γρ), Κάσιους, ανάλατο (20γρ), Καρότο, ωμό (30γρ), Dressing curry (70γρ)",2.12,2.40,0.14,0.17,2.25,2.26,2.57,25.80%,€6.50,24.20%,1.60%,480,17,45,25,https://drive.google.com/file/d/1zamFJc3U2uLn61AdhzUCLnxprZS6rMoW/view?usp=sharing,https://drive.google.com/file/d/1zamFJc3U2uLn61AdhzUCLnxprZS6rMoW/view?usp=sharing
Πρωϊνά,ΝΑΙ,Choco yogurt 2% με αμύγδαλο και μέλι,"Choco yogurt (170γρ), Ντιπάκι μελιού (20γρ)","Γιαούρτι, Σταγόνες μαύρης σοκολάτας, Αμύγδαλο, Μέλι, Κακάο","Γιαούρτι 2% (170γρ), Κουβερτούρα (10γρ), Αμύγδαλο φιλέ (10γρ), Κακάο (10γρ), Μέλι (10γρ), Ντιπάκι μελιού (20γρ)",35,5.22,5.90,OK,"Γιαούρτι 2% (170γρ), Σταγόνες μαύρης σοκολάτας (10γρ), Αμύγδαλο, ωμό, ανάλατο (10γρ), Μέλι (30γρ), Κακάο, άγλυκο (10γρ)",1.24,1.40,0.27,0.33,1.51,1.51,1.73,28.84%,€3.71,23.75%,5.08%,359,39,22,14,https://drive.google.com/file/d/1pR3qiRdKUyjW9i8-l58vWROK1EjHAbY4/view?usp=sharing,https://drive.google.com/file/d/1pR3qiRdKUyjW9i8-l58vWROK1EjHAbY4/view?usp=sharing
Σαλάτες,ΝΑΙ,Cobb salad με falafel φούρνου,"Cobb salad με falafel φούρνου (80γρ), Dressing (20γρ)","Φυλλώδη πράσινα λαχανικά, Φαλάφελ, Ντοματίνια, Καλαμπόκι, Κόκκινα φασόλια, Αβοκάντο, Edamame, Κρεμμύδι, Βαλσάμικο, Μουστάρδα, Σκόρδο, Μέλι","Πράσινη σαλάτα (80γρ), Falafel (90γρ), Ντοματίνια (50γρ), Καλαμπόκι (30γρ), Κόκκινα φασόλια (40γρ), Αβοκάντο (30γρ), Edamame (30γρ), Κρεμμύδι (5γρ), Dressing (20γρ)",106,6.99,7.90,Product Cost Change,"Λαχανικά, ωμά (80γρ), Φαλάφελ (90γρ), Ντοματίνια, ωμά (50γρ), Καλαμπόκι, κονσέρβα (30γρ), Κόκκινα φασόλια, κονσέρβα (40γρ), Αβοκάντο (30γρ), Edamame (30γρ), Κρεμμύδι, ωμό (5γρ), Dressing βαλσάμικο (20γρ)",1.61,1.82,0.18,0.23,1.60,1.79,2.05,25.67%,€5.20,23.03%,2.63%,436,47,18,21,https://drive.google.com/file/d/1reMkC5Bi9ZKz0XeNz5FVJR1e_lC8h5-S/view?usp=sharing,https://drive.google.com/file/d/1reMkC5Bi9ZKz0XeNz5FVJR1e_lC8h5-S/view?usp=sharing
Σαλάτες,ΟΧΙ,Cobb salad με φιλέτο κοτόπουλο και αυγό βραστό,"Cobb salad με φιλέτο κοτόπουλο (30γρ), Κατίκι (30γρ), Dressing (20γρ)","Φυλλώδη πράσινα λαχανικά, Κατίκι, Κοτόπουλο, Ντοματίνια, Καλαμπόκι, Αβοκάντο, Κρεμμύδι, Αυγό, Φρέσκο κρεμμυδάκι, Edamame, Ξύδι, Μουστάρδα, Μέλι","Mix πράσινης σαλάτας (60γρ), Κατίκι Δομοκού (30γρ), Φιλέτο κοτόπουλο (30γρ), Ντοματίνια (50γρ), Καλαμπόκι (10γρ), Αβοκάντο (30γρ), Κόκκινο κρεμμύδι (5γρ), Αυγό βραστό (50γρ), Φρέσκο κρεμμύδι (5γρ), Edamame (10γρ), Dressing (20γρ)",81-1,7.88,8.90,Product Cost Change,"Λαχανικά, ωμά (60γρ), Κατίκι (30γρ), Κοτόπουλο στήθος, μαγειρεμένο (30γρ), Ντοματίνια, ωμά (50γρ), Καλαμπόκι, κονσέρβα (10γρ), Αβοκάντο (30γρ), Κρεμμύδι κόκκινο, ωμό (5γρ), Αυγό ολόκληρο, βραστό (50γρ), Φρέσκο κρεμμυδάκι, ωμό (5γρ), Edamame (10γρ), Dressing for chicken cobb (20γρ)",1.77,2.00,0.18,0.23,1.77,1.95,2.23,24.80%,€5.93,22.46%,2.34%,368,14,22,26,https://drive.google.com/file/d/1nY0mJzCZr7m6aQVTEbRfevqjWSOFapLf/view?usp=sharing,https://drive.google.com/file/d/1nY0mJzCZr7m6aQVTEbRfevqjWSOFapLf/view?usp=sharing
Σαλάτες,ΝΑΙ,Cobb salad με φιλέτο κοτόπουλο και αυγό βραστό,"Cobb salad με φιλέτο κοτόπουλο (60γρ), Κατίκι (30γρ), Dressing (20γρ)","Φυλλώδη πράσινα λαχανικά, Κατίκι, Κοτόπουλο, Ντοματίνια, Καλαμπόκι, Αβοκάντο, Κρεμμύδι, Αυγό, Φρέσκο κρεμμυδάκι, Edamame, Ξύδι, Μουστάρδα, Μέλι","Mix πράσινης σαλάτας (60γρ), Κατίκι Δομοκού (30γρ), Φιλέτο κοτόπουλο (60γρ), Ντοματίνια (50γρ), Καλαμπόκι (10γρ), Αβοκάντο (30γρ), Κόκκινο κρεμμύδι (5γρ), Αυγό βραστό (50γρ), Φρέσκο κρεμμύδι (5γρ), Edamame (10γρ), Dressing (20γρ)",81-2,8.32,9.40,Product Cost Change,"Λαχανικά, ωμά (60γρ), Κατίκι (30γρ), Κοτόπουλο στήθος, μαγειρεμένο (60γρ), Ντοματίνια, ωμά (50γρ), Καλαμπόκι, κονσέρβα (10γρ), Αβοκάντο (30γρ), Κρεμμύδι κόκκινο, ωμό (5γρ), Αυγό ολόκληρο, βραστό (50γρ), Φρέσκο κρεμμυδάκι, ωμό (5γρ), Edamame (10γρ), Dressing for chicken cobb (20γρ)",2.07,2.34,0.18,0.23,2.06,2.25,2.57,27.09%,€6.07,24.88%,2.21%,418,14,31,27,https://drive.google.com/file/d/1nY0mJzCZr7m6aQVTEbRfevqjWSOFapLf/view?usp=sharing,https://drive.google.com/file/d/1nY0mJzCZr7m6aQVTEbRfevqjWSOFapLf/view?usp=sharing
